"equipment class name","equipment class CFIHOS unique id","equipment property name","equipment property CFIHOS unique id","property relevant for equipment indicator","property relevant for model / part indicator","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"corrosion meter","CFIHOS-30000407","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"corrosion meter","CFIHOS-30000407","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion meter","CFIHOS-30000407","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"corrosion meter","CFIHOS-30000407","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"corrosion meter","CFIHOS-30000407","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion meter","CFIHOS-30000407","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","calibration range","CFIHOS-40000634",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","fault tolerance","CFIHOS-40000635",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"corrosion transmitter","CFIHOS-30000751","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"counter","CFIHOS-30000409","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"coupling","CFIHOS-30000419","coupling type","CFIHOS-40000067",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","crane type","CFIHOS-40000068",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","driver type","CFIHOS-40000087",,,,,"ISO 14224:2016",,,"STANDARD","FR37","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"crane","CFIHOS-30000597","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current to current converter","CFIHOS-30000410","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current to pressure converter","CFIHOS-30000411","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current to voltage converter","CFIHOS-30000412","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","explosion protection temperature class","CFIHOS-40000112",,,,,"ISO 14224:2016;ANSI/ISA-75.05.01-2019;IEC 60537:1976 Withdrawn",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transformer","CFIHOS-30000745","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","calibration range","CFIHOS-40000634",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","fault tolerance","CFIHOS-40000635",,,,,"ISO 14224:2016",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"current transmitter","CFIHOS-30000329","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","capacity (volume)","CFIHOS-40000489",,,"MTQ","FTQ",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","coating specification","CFIHOS-40000041",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","design specification","CFIHOS-40000487",,,,,,,,"TERMINATED","CR0031","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"degasser","CFIHOS-30000026","diameter","CFIHOS-40000493",,,"MMT","INH",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","dry weight","CFIHOS-40000494",,,"KGM","LBR",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","external maximum allowable working pressure new and cold","CFIHOS-40000115",,,"BRG","64",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","head internal corrosion allowance","CFIHOS-40000146",,,"MMT","INH",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","head material specification","CFIHOS-40000149",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","head weld joint efficiency","CFIHOS-40000152",,,"P1","P1",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","hydrostatic test pressure","CFIHOS-40000497",,,"BRG","64",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","internal maximum allowable working pressure new and cold","CFIHOS-40000188",,,"BRG","64",,,,"STANDARD","CR0032","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","internals material specification","CFIHOS-40000194",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"degasser","CFIHOS-30000026","legal registration number","CFIHOS-40000200",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
