"property name","property definition","property data type","property data type length","unit of measure dimension code","picklist name","CFIHOS unique id","reason for having property","synonym","created date","modified date","terminated date","change request number","status"
"fire safe","The standard and classification of the fire rated equipment including valves, firewalls, doors, windows","Boolean",3,,,"CFIHOS-40000585","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030;FR74","STANDARD"
"inlet connection type","Type of inlet connection, e.g. socket welded, threaded, butt-welded or flanged","Text",40,,"connection type","CFIHOS-40000586","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"outlet connection type","Type of outlet connection, e.g. socket welded, threaded, butt-welded or flanged","Text",40,,"connection type","CFIHOS-40000587","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"seat design type","Type of seat design","Text",40,,"seat design type","CFIHOS-40000588","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"stem sealing type","A shaft seal that is a sealing element intended to prevent leakage of fluids/gas between a valve stem and the surrounding body/bonnet.","Text",40,,,"CFIHOS-40000589","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"valve operator type","The method by which the valve is operated, e.g. gear, actuated, lever, hand wheel, ROV operated etc","Text",40,,,"CFIHOS-40000590","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"pressure rating","Classes of standard pressure ratings, i.e. the maximum allowable non shock working gage pressure at a given temperature and a specific material","Text",40,,,"CFIHOS-40000591","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"seat leakage class","Is the quantity of fluid passing through a valve when the valve is in its fully closed position at a specified process design pressure differential and temperature.","Text",40,,"seat leakage class","CFIHOS-40000592","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"temperature rating","Classes of standard temperature ratings, i.e. the range of temperatures allowable for a specific material.","Text",40,,,"CFIHOS-40000593","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"handle reset","Determines if the PSV has a manual reset. Yes or No.","Boolean",3,,,"CFIHOS-40000594","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030;FR74","STANDARD"
"seat material","Is a material of construction of which a seat is made.","Text",40,,"material","CFIHOS-40000595","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030","STANDARD"
"trim type","The internal components of a valve that modulate the flow of the controlled fluid","Text",40,,"trim type","CFIHOS-40000596","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"input signal type","Type of instrument signal applied to a device, instrument, or system","Text",40,,"signal type","CFIHOS-40000597","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030","STANDARD"
"output signal type","Type of instrument signal delivered by a device, instrument, or system","Text",40,,"signal type","CFIHOS-40000598","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030","STANDARD"
"communication protocol","The digital communication system (if any), such as HART, Foundation Fieldbus or Profibus","Text",40,,"communication protocol","CFIHOS-40000599","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"input signal range","Signal range (e.g. 4 mA - 20 mA, or 3 - 15 psig) applied to a device, instrument, or system","Text",40,,,"CFIHOS-40000600","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"output signal range","Signal range (e.g. 4 mA - 20 mA, or 3 - 15psig) delivered by a device, instrument, or system","Text",40,,,"CFIHOS-40000601","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"normal operating power consumption","A power consumption at normal working conditions.","Number",,"POWER",,"CFIHOS-40000602","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"operating voltage","The voltage under normal working conditions, at a given instant.","Number",,"VOLTAG",,"CFIHOS-40000603","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated input voltage","Input voltage for which the equipment is constructed","Number",,"VOLTAG",,"CFIHOS-40000604","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated input frequency","An electrical frequency of a machine at rated input","Number",,"FREQU",,"CFIHOS-40000605","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated input current","The r.m.s. or DC value of the input current for which an apparatus has been designed","Number",,"ECURR",,"CFIHOS-40000606","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025;CR0032","STANDARD"
"rated output current","The r.m.s. or DC value of the output current for which an apparatus has","Number",,"ECURR",,"CFIHOS-40000607","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025;CR0032","STANDARD"
"rated primary current","The current on the primary side in a transformer","Number",,"ECURR",,"CFIHOS-40000608","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated secondary current","The current on the secondary side in a transformer","Number",,"ECURR",,"CFIHOS-40000609","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated primary voltage","The voltage on the primary side in a transformer","Number",,"VOLTAG",,"CFIHOS-40000610","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"rated secondary voltage","The voltage on the secondary side in a transformer","Number",,"VOLTAG",,"CFIHOS-40000611","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"explosion protection material group","Specify for purposes of testing, approval, and area classification, various air mixtures (not oxygen-enriched) grouped in accordance with 500.6(A) and (B).","Text",2,,"explosion protection material group","CFIHOS-40000612","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"external coating specification","Is a material specification for a coating on the outside of the equipment or component","Text",40,,"coating material","CFIHOS-40000613","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030","STANDARD"
"material specification","Is a specification which describes the applicable materials for one or more items.","Text",40,,"material specification","CFIHOS-40000614","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030","STANDARD"
"service code","A code that indicates a type of product for that an item is intended to be used.","Text",40,,,"CFIHOS-40000615","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"cold side normal operating mass flow rate","The mass flow rate at the cold side at which a functional or physical object is expected to operate normally.","Number",,"MASFLO",,"CFIHOS-40000616","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"hot side normal operating inlet temperature","The temperature at which a functional or physical object is expected to operate normally at its inlet connection for the hot side.","Number",,"TEMP",,"CFIHOS-40000617","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"hot side normal operating mass flow rate","The mass flow rate at the hot side at which a functional or physical object is expected to operate normally.","Number",,"MASFLO",,"CFIHOS-40000618","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"hot side normal operating outlet temperature","The temperature at which a functional or physical object is expected to operate normally at its outlet connection for the hot side.","Number",,"TEMP",,"CFIHOS-40000619","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"shell side normal operating inlet pressure","An inlet pressure at the shell side at which a functional or physical object is expected to operate normally.","Number",,"PRESS",,"CFIHOS-40000620","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"shell side normal operating inlet temperature","The temperature at which a functional or physical object is expected to operate normally at its inlet connection for the shell side.","Number",,"TEMP",,"CFIHOS-40000621","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"shell side normal operating mass flow rate","The mass flow rate at the shell side at which a functional or physical object is expected to operate normally.","Number",,"MASFLO",,"CFIHOS-40000622","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"shell side normal operating outlet temperature","The temperature at which a functional or physical object is expected to operate normally at its outlet connection for the shell side.","Number",,"TEMP",,"CFIHOS-40000623","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"tube side normal operating mass flow rate","The mass flow rate at the tube side at which a functional or physical object is expected to operate normally.","Number",,"MASFLO",,"CFIHOS-40000624","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"atmospheric","Storing under atmospheric pressure.","Boolean",3,,,"CFIHOS-40000625","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030;FR74","STANDARD"
"tank shape","The shape of the tank, e.g. cylindrical or spherical","Text",40,,"tank shape","CFIHOS-40000626","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR60;FR74","STANDARD"
"header internal corrosion allowance","A thickness that is the upper limit of allowed corrosion of the inside of a header.","Number",,"LENGTH",,"CFIHOS-40000627","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"casing material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,,"CFIHOS-40000628","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"shell upper limit allowable pressure","The pressure which is the highest allowed for the shell.","Number",,"PRESS",,"CFIHOS-40000629","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"shell upper limit allowable temperature","The temperature which is the highest allowed for the shell.","Number",,"TEMP",,"CFIHOS-40000630","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"tube upper limit allowable pressure","The pressure which is the highest allowed for the tube(s).","Number",,"PRESS",,"CFIHOS-40000631","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"tube upper limit allowable temperature","The temperature which is the highest allowed for the tube(s).","Number",,"TEMP",,"CFIHOS-40000632","Required by owner-operators",,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0028","STANDARD"
"lined surface","A surface which has a layer of lining (e.g.. glass) applied to it.","Boolean",3,,,"CFIHOS-40000633","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030;FR74","STANDARD"
"calibration range","The region between the limits within which a quantity is measured, received, or transmitted, expressed by stating the lower and upper range-values","Text",40,,,"CFIHOS-40000634","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"fault tolerance","Existence of more than one means for performing the required function of an item.  Also known as redundancy in Redundancy in IEC and IEC 60050-192:2015.","Boolean",3,,,"CFIHOS-40000635","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;CR0030;FR74","STANDARD"
"loop application","The use or system for which the instrument loop is applied, e.g. monitoring, process control, emergency shutdown","Text",40,,"loop application","CFIHOS-40000636","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR60;FR74","STANDARD"
"pump type","The pump type selected on a pump's specification sheet","Text",40,,"pump type","CFIHOS-40000637","Required by owner-operators",,"2019-05-14T08:29:37.236Z","2021-10-12T13:20:46.735Z",,"CR0028;FR74","STANDARD"
"actuation service","Indicates whether the valve will be actuated for on-off or modulating service","Text",40,,"actuation service","CFIHOS-40000638","removed on off valves to align tag and equipment classes, now need a way to differentiate on-off",,"2019-10-01T00:57:44.367Z","2021-10-14T10:11:25.583Z",,"CR0029;FR74","STANDARD"
"blast rating","Resistance of the building or equipment to withstand Blast or Thermal radiation from an external event.","Number",,,,"CFIHOS-40000639",,,"2020-05-05T08:41:20.686Z","2021-10-12T13:20:46.735Z",,"CR0031;FR74","STANDARD"
"meteorological sensor type","Specifies the sensing object for which the sensor is designed","Text",40,,"meteorological sensor type","CFIHOS-40000641",,,"2021-10-05T04:22:49.247Z","2021-10-12T13:20:46.735Z",,"FR52","STANDARD"
"receiver type","Specifies the signal type for which the receiver is designed","Text",40,,"receiver type","CFIHOS-40000642",,,"2021-10-05T04:22:49.247Z","2021-10-12T13:20:46.735Z",,"FR52","STANDARD"
