"tag class name","tag class CFIHOS unique id","tag property name","tag property CFIHOS unique id","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"flame arrestor","CFIHOS-30000056","lower limit design temperature","CFIHOS-40000503","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","lower limit operating pressure","CFIHOS-40000556",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","lower limit operating temperature","CFIHOS-40000504","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","normal operating pressure","CFIHOS-40000512","BRG","64",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","normal operating temperature","CFIHOS-40000514","CEL","FAH",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","upper limit design temperature","CFIHOS-40000536","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","upper limit operating pressure","CFIHOS-40000537","BRG","64",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame arrestor","CFIHOS-30000056","upper limit operating temperature","CFIHOS-40000538","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame detector","CFIHOS-30000425","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame detector","CFIHOS-30000425","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame detector","CFIHOS-30000425","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame detector","CFIHOS-30000425","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame detector","CFIHOS-30000425","set point high","CFIHOS-40000582",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flame switch","CFIHOS-30000057","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame switch","CFIHOS-30000057","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame switch","CFIHOS-30000057","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flame switch","CFIHOS-30000057","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flange","CFIHOS-30000304","lower limit design pressure","CFIHOS-40000551",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flange","CFIHOS-30000304","lower limit design temperature","CFIHOS-40000503","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","coil normal operating pressure","CFIHOS-40000042",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","coil normal operating temperature","CFIHOS-40000043",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","external coating specification","CFIHOS-40000613",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","external insulation type","CFIHOS-40000114",,,"ASME BPVC Section VIII",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","external upper limit design pressure","CFIHOS-40000119",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","fluid name","CFIHOS-40000132",,,,,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","internal insulation type","CFIHOS-40000187",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","internal upper limit design pressure","CFIHOS-40000192",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","jacket normal operating pressure","CFIHOS-40000196",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","jacket normal operating temperature","CFIHOS-40000197",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","lower limit operating temperature","CFIHOS-40000504","CEL","FAH",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","minimum design metal temperature","CFIHOS-40000232",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","orientation","CFIHOS-40000561",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","shell normal external operating pressure","CFIHOS-40000356",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","shell normal internal operating pressure","CFIHOS-40000357",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","shell normal operating temperature","CFIHOS-40000358",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash drum","CFIHOS-30000059","upper limit design pressure","CFIHOS-40000535","BRG","64",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","upper limit design temperature","CFIHOS-40000536","CEL","FAH",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flash drum","CFIHOS-30000059","upper limit operating temperature","CFIHOS-40000538","CEL","FAH",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flash light","CFIHOS-30000060","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash light","CFIHOS-30000060","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash light","CFIHOS-30000060","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flash point analyser","CFIHOS-30000426","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flash point analyser","CFIHOS-30000426","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flash point analyser","CFIHOS-30000426","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","fluid name","CFIHOS-40000132",,,"ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","lower limit operating pressure","CFIHOS-40000556",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","lower limit operating temperature","CFIHOS-40000504","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","normal operating pressure","CFIHOS-40000512","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","normal operating temperature","CFIHOS-40000514","CEL","FAH","ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","upper limit operating pressure","CFIHOS-40000537","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flexible riser","CFIHOS-30000828","upper limit operating temperature","CFIHOS-40000538","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"floodlight","CFIHOS-30000347","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"floodlight","CFIHOS-30000347","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"floodlight","CFIHOS-30000347","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flow computer","CFIHOS-30000748","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0014","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flow computer","CFIHOS-30000748","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"TERMINATED","CR0014","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flow computer","CFIHOS-30000748","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0014","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"flow element","CFIHOS-30000671","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow element","CFIHOS-30000671","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow element","CFIHOS-30000671","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow element","CFIHOS-30000671","fluid name","CFIHOS-40000132",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow gauge","CFIHOS-30000428","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow gauge","CFIHOS-30000428","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow gauge","CFIHOS-30000428","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","failure action","CFIHOS-40000580",,,"ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","fluid name","CFIHOS-40000132",,,"ASME B31.3 - 2020;ISO 14224:2016",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","full opening valve","CFIHOS-40000584",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","nominal diameter","CFIHOS-40000509","MMT","INH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","normal operating pressure","CFIHOS-40000512","BRG","64","ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","normal operating temperature","CFIHOS-40000514","CEL","FAH","ISO 14224:2016",,,"STANDARD","CR0029;CR0032;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow regulator","CFIHOS-30000429","safety integrity level","CFIHOS-40000579",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0029;FR60","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"flow switch","CFIHOS-30000430","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flow switch","CFIHOS-30000430","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flow switch","CFIHOS-30000430","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"flow switch","CFIHOS-30000430","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow totalizer","CFIHOS-30000662","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow totalizer","CFIHOS-30000662","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow totalizer","CFIHOS-30000662","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow transmitter","CFIHOS-30000643","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow transmitter","CFIHOS-30000643","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow transmitter","CFIHOS-30000643","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"flow transmitter","CFIHOS-30000643","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"foam trap","CFIHOS-30000064","coil normal operating pressure","CFIHOS-40000042",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","coil normal operating temperature","CFIHOS-40000043",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","external insulation type","CFIHOS-40000114",,,"ASME BPVC Section VIII",,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","external upper limit design pressure","CFIHOS-40000119",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","fluid name","CFIHOS-40000132",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","internal insulation type","CFIHOS-40000187",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","internal upper limit design pressure","CFIHOS-40000192",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","jacket normal operating pressure","CFIHOS-40000196",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","jacket normal operating temperature","CFIHOS-40000197",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","lower limit operating temperature","CFIHOS-40000504",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","minimum design metal temperature","CFIHOS-40000232",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","shell normal external operating pressure","CFIHOS-40000356",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","shell normal internal operating pressure","CFIHOS-40000357",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","shell normal operating temperature","CFIHOS-40000358",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","upper limit design temperature","CFIHOS-40000536",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"foam trap","CFIHOS-30000064","upper limit operating temperature","CFIHOS-40000538",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"fog detector","CFIHOS-30000065","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fog detector","CFIHOS-30000065","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fog detector","CFIHOS-30000065","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"fog detector","CFIHOS-30000065","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"force transmitter","CFIHOS-30000066","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0014","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
