"picklist name","picklist value","picklist value description","CFIHOS unique id","source standard code","created date","modified date","terminated date","change request number","status"
"explosion protection concept","EEx em",,"CFIHOS-60000417","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx emd",,"CFIHOS-60000419","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","EEx en",,"CFIHOS-60000420","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx eq[ib]",,"CFIHOS-60000421","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx es",,"CFIHOS-60000422","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","EEx ia",,"CFIHOS-60000423","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","EEx ib",,"CFIHOS-60000424","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","EEx m",,"CFIHOS-60000425","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx me",,"CFIHOS-60000426","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","EEx n",,"CFIHOS-60000427","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","EEx nA",,"CFIHOS-60000428","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx nL",,"CFIHOS-60000429","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx o",,"CFIHOS-60000430","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx p",,"CFIHOS-60000431","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","EEx s",,"CFIHOS-60000432","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (d)",,"CFIHOS-60000469","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (dem)",,"CFIHOS-60000470","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (ds)",,"CFIHOS-60000471","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex (e)",,"CFIHOS-60000472","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (edms)",,"CFIHOS-60000473","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (ia)",,"CFIHOS-60000474","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (ib)",,"CFIHOS-60000475","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (n)",,"CFIHOS-60000476","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (s)",,"CFIHOS-60000477","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (sd)",,"CFIHOS-60000478","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (se)",,"CFIHOS-60000479","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex (sed)",,"CFIHOS-60000480","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex d",,"CFIHOS-60000481","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex de",,"CFIHOS-60000482","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex dems",,"CFIHOS-60000483","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex des",,"CFIHOS-60000484","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex e",,"CFIHOS-60000485","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex ed",,"CFIHOS-60000486","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex edmsib",,"CFIHOS-60000487","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex eds",,"CFIHOS-60000488","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection concept","Ex es",,"CFIHOS-60000489","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex ia",,"CFIHOS-60000490","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex ib",,"CFIHOS-60000491","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex n",,"CFIHOS-60000492","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex s",,"CFIHOS-60000493","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"explosion protection concept","Ex sedm",,"CFIHOS-60000494","EN 60079-0:2018","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS 00ATEX1033X",,"CFIHOS-60000218","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS 01ATEX1062X",,"CFIHOS-60000219","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS 02ATEX0018X",,"CFIHOS-60000220","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS 03ATEX 0222",,"CFIHOS-60000221","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS 04ATEX0043",,"CFIHOS-60000222","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS 97ATEX1089X","A certificate d by BASEEFA stating that Rosemount 3051CG-5-A-2-2-A-1-K-B4-I1-L4-M6-Q4 pressure transmitters conforms to the EX requirements.","CFIHOS-60000223","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS 98ATEX2380X",,"CFIHOS-60000224","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS Ex89C2238X",,"CFIHOS-60000225","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","BAS Ex95C2227X",,"CFIHOS-60000226","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","CESI 01ATEX023",,"CFIHOS-60000284","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","CESI 02 ATEX097",,"CFIHOS-60000285","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","CESI 03ATEX227Q",,"CFIHOS-60000286","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","DEMKO 01ATEX130204",,"CFIHOS-60000369","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","DEMKO 02ATEX131322X",,"CFIHOS-60000370","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","DEMKO 03ATEX0305048",,"CFIHOS-60000371","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","DEMKO 04ATEX135127X",,"CFIHOS-60000372","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","KEMA 00ATEX1243X",,"CFIHOS-60000731","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","KEMA 01ATEX1033X",,"CFIHOS-60000732","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","KEMA 02ATEX1030X",,"CFIHOS-60000733","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","KEMA 03ATEX1136X",,"CFIHOS-60000734","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","KEMA 04ATEX2128",,"CFIHOS-60000735","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","KEMA 98ATEX4452X",,"CFIHOS-60000736","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","KEMA 99ATEX6312",,"CFIHOS-60000737","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 00ATEX6007",,"CFIHOS-60000754","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 01ATEX 6056X",,"CFIHOS-60000755","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 02 ATEX6040X",,"CFIHOS-60000756","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 03ATEX6004X",,"CFIHOS-60000757","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 91.C6144X",,"CFIHOS-60000758","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 94.C6135X",,"CFIHOS-60000759","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 98ATEX6016",,"CFIHOS-60000760","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","LCIE 99ATEX6011X",,"CFIHOS-60000761","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","NEMKO 01ATEX097",,"CFIHOS-60000841","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","NEMKO 02ATEX 336",,"CFIHOS-60000842","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","NEMKO 03ATEX1317",,"CFIHOS-60000843","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"explosion protection examination certificate number","NEMKO 04ATEX1338",,"CFIHOS-60000844","DIRECTIVE 94/9/EC:1994","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Chemicals corrosion inhibitor",,"CFIHOS-60000293",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Chemicals general",,"CFIHOS-60000295",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Coolant 60% H2O + 40% Methanol",,"CFIHOS-60000328",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","DEG (diethylene glycol)","C4H10O3","CFIHOS-60000366",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Diesel fuel","A mineral oil that is a specific fractional distillate of fuel oil (mostly petroleum) that is used as fuel in a diesel engine invented by German engineer Rudolf Diesel.","CFIHOS-60000377",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Drilling fluid","A sealing material that is suitable to facilitate drilling. This includes fluids that contain significant amounts of suspended solids, emulsified water or oil. Drilling fluid is generally synonymous with mud.","CFIHOS-60000387",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Ethane","C2H6.","CFIHOS-60000466",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Ethanol anhydrous",,"CFIHOS-60000467",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Ethylene (Ethene)","C2H4.","CFIHOS-60000468",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Flare gas",,"CFIHOS-60000505",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Flash gas",,"CFIHOS-60000506",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Flue gas",,"CFIHOS-60000510",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Freon",,"CFIHOS-60000521",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Fuel gas sour",,"CFIHOS-60000530",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Fuel gas sweet",,"CFIHOS-60000531",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Gas condensate",,"CFIHOS-60000538",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Gas condensate sour",,"CFIHOS-60000539",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Gas condensate stabilized",,"CFIHOS-60000540",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Heat Medium",,"CFIHOS-60000564",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Heat transfer fluid","A fluid which is suitable to transfer heat at a relative high rate.","CFIHOS-60000565",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Hydrochloric acid (Hydrogen chloride) gas, dry",,"CFIHOS-60000593",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Hydrochloric acid (Hydrogen chloride) gas, wet",,"CFIHOS-60000594",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Hydrogen","A periodic system element with 1 proton in its nucleus","CFIHOS-60000595",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Hydrogen sulphide gas, dry",,"CFIHOS-60000596",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Hydrogen with H2S",,"CFIHOS-60000597",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Hydrogen with or without wet H2S",,"CFIHOS-60000598",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Injection water sour; treated 0.1 mg/kg max. O2",,"CFIHOS-60000646",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Injection water treated, 0.1 mg/kg max. O2",,"CFIHOS-60000647",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Isopropyl alcohol","C3H7OH","CFIHOS-60000723",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","MEG (ethylene glycol)","C2H6O2","CFIHOS-60000796",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Methane gas","A compound where the main component is methane.","CFIHOS-60000799",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Methane liquid",,"CFIHOS-60000800",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Methanol (Methyl alcohol)","CH3OH","CFIHOS-60000801",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Methanol (Methyl alcohol) > 5%",,"CFIHOS-60000802",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Multiphase Sour",,"CFIHOS-60000828",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Multiphase Sweet",,"CFIHOS-60000829",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Natural Gas Dehydrated, Dry",,"CFIHOS-60000836",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Natural Gas Sour",,"CFIHOS-60000837",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Natural Gas Sweet",,"CFIHOS-60000838",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Nitrogen gas","A gasous compound where the main component is nitrogen.","CFIHOS-60000855",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Nitrogen liquid",,"CFIHOS-60000856",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Oil hot",,"CFIHOS-60000888",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Oil hydraulic",,"CFIHOS-60000889",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Oil lubricating",,"CFIHOS-60000890",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Oil waste",,"CFIHOS-60000892",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Oxygen","A periodic system element with 8 protons in its nucleus","CFIHOS-60000907",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Pentane","CH3(CH2)3CH3","CFIHOS-60000938",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"fluid","Pentane Plus",,"CFIHOS-60000939",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
