"CFIHOS unique id","discipline CFIHOS unique id","discipline code","discipline name","document type CFIHOS unique id","document type short code","document type name","document type description","discipline document type short code","asset type reference","representation type","native file delivery timing","native document fomat","authenticated record format","required document status for detailed engineering","required document status for construction","required document status for commissioning","required document status for startup","required document status for operations","review type","discipline document type comment","hardcopy document required","translated document required","status","created date","modified date","terminated date","change request number","synonym"
"CFIHOS-20000745","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000305","5765","project schedule","A time-based document summarizing all discipline related activities outlining sequence and duration.","FA5765","Plant","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000746","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000333","5780","testing, inspection schedule","A time-based document outlining order in which tasks are to be carried out and the amounts of time allocated to them to achieve inspection and testing scope.","FA5780","Plant","not specified","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000747","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000365","5792","work breakdown structure specification","A document formally establishing scope of work into smaller manageable blocks to manage cost and schedule control.","FA5792","Plant","not specified","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000748","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000060","5802","construction schedule","A time-based document outlining sequence and duration of activities related to the completion of construction scope.  Construction includes site erection and assembly but not fabrication at third party sites.","FA5802","Plant","Structured Data","not applicable",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000749","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000132","5803","fabrication schedule","A time-based document outlining sequence and duration of activities related to the completion of fabrication scope at third party sites.","FA5803","Plant","Structured Data","not applicable",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000750","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000262","5804","general schedule","A time-based document outlining sequence and duration of activities related to the completion of scope.","FA5804","Plant","Structured Data","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000751","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000298","5805","procurement schedule","A time-based document outlining sequence and duration of activities related to procurement activities (RFQs, purchase orders, Required On Site milestones, etc.).","FA5805","Plant","Structured Data","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000752","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000076","6015","cost control procedure","A procedure for monitoring, controlling and reporting expenditures.","FA6015","Plant","Text","at handover",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000753","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000279","6044","planning procedure","Procedures for planning the project and monitoring progress","FA6044","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000754","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000394","6401","budget proposal","A document which captures a recommended course of action with justifications from technical and/or commercial aspects to allocate money to activities.","FA6401","Plant","not specified","not applicable",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000755","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000077","6833","cost report","A report of all costs incurred over a period of time.","FA6833","Plant","Text","not applicable",,,"IFI","IFI","IFI","not specified","IFI","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000756","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000078","6834","cost time resource estimate report","Estimate of resources (people and money) required to produce certain deliverables, typically associated with scope change. Often becomes the basis for an agreement or a contract. Synonym CTR.","FA6834","Plant","Structured Data","not applicable",,,"IFI","IFI","IFI","not specified","IFI","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000757","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000131","6857","expenditure report",,"FA6857","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000758","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000025","7179","basis of estimate","A document outlining the premise for decisions and the resulting principles that are to be followed regarding estimates. This document should be updated with each formal update of the project cost estimate, particularly at each stage gate. As much detail as possible should be provided in the document, relative to the scope definition available for the compilation of the estimate.","FA7179","Plant","Text","not applicable",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000759","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000235","7416","other assurance review report","Provides an independent assurance that project schedules, cost estimates, technical design, competence, etc. accurately represent the project scope, the risks to project delivery, and are compliant with Group project guides and standards. Usually used as input to a Value Assurance Review VAR. Includes Estimate and Schedule Assurance Review (ESAR) under FA, and Technical Assurance Reviews under AA for multidiscipline reviews, or individual disciplines for specific reviews.","FA7416","Plant","Text",,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000760","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000405","7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","FA7739","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000761","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","FA7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000762","CFIHOS-20000010","HE","environmental","CFIHOS-70000111","0702","environmental impact assessment","An assessment which details the impact of facility on the surrounding environment.","HE0702","Plant","Text","at handover",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;FR27;FR74",
"CFIHOS-20000763","CFIHOS-20000010","HE","environmental","CFIHOS-70000318","0709","risk assessment","An assessment which details the quantitative or qualitative risk related to a specific scenario presented to Company.","HE0709","Plant","Text","during project",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000764","CFIHOS-20000010","HE","environmental","CFIHOS-70000015","1904","aspect data","Data which further describes an element of an organisation's activities, products or services that can interact with the environment.  Enhances Aspect Register.","HE1904","Equipment","not specified","at handover",,,"IFI","IFI","IFI","not specified","IFI","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000765","CFIHOS-20000010","HE","environmental","CFIHOS-70000108","1909","emissions report","A report detailing accumulated environmental emissions over a set period of time.","HE1909","Equipment","not specified","not applicable",,,"not specified","not specified","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000766","CFIHOS-20000010","HE","environmental","CFIHOS-70000112","2701","regulatory compliance report","Report demonstrating compliance with local regulations and law.","HE2701","Site",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000767","CFIHOS-20000010","HE","environmental","CFIHOS-70000355","3373","waste manifest","Inventory of waste produced at facility.","HE3373","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000768","CFIHOS-20000010","HE","environmental","CFIHOS-70000366","3375","work instruction","Step by step instruction for the accomplishment of a task. more detailed than a procedure.","HE3375","Tag","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000769","CFIHOS-20000010","HE","environmental","CFIHOS-70000404","5798","project plan","A document capturing key discipline execution plans applicable across the project scope (e.g., IM Plan, Execution Plan, Quality Plan).","HE5798","Plant","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000770","CFIHOS-20000010","HE","environmental","CFIHOS-70000016","6602","aspect register","Register of environmental issues related to the project","HE6602","Plant",,,,,,,,,,"not specified",,,,"TERMINATED","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z","2021-10-14T10:00:28.825Z","CR0027;FR74",
"CFIHOS-20000771","CFIHOS-20000010","HE","environmental","CFIHOS-70000113","6852","environmental management system description","Shall include a brief description of Vendor's documented Environmental Management System showing how the system is structured and reference to the standard on which it is based (e.g. ISO 14001 or similar).","HE6852","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000772","CFIHOS-20000010","HE","environmental","CFIHOS-70000156","6873","hazard identification report","A report summarizing all project (HAZID) exercises. Usually includes action lists, follow up, and close out action descriptions and acceptance.","HE6873","Plant","Text","during project",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20000773","CFIHOS-20000010","HE","environmental","CFIHOS-70000259","7180","general report","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","HE7180","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20000774","CFIHOS-20000010","HE","environmental","CFIHOS-70000331","7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","HE7753","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2017-02-13T21:51:20.370Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
